statement,truth_value,category,source
56 ÷ 14 = 4,verdadero,matematicas,generador_masivo
18 - 97 = -79,verdadero,matematicas,variaciones_matematicas
33 ÷ 43 = 6,falso,matematicas,generador_masivo
El Cairo no es la capital de Egipto,falso,geografia,generador_masivo
(8 + 49) × 48 = 2744,falso,matematicas,variaciones_matematicas
(168 + 88) × 47 = 12048,falso,matematicas,variaciones_matematicas
177 + 100 = 277,verdadero,matematicas,variaciones_matematicas
Newton descubrió la gravedad en 1687,verdadero,historia,generador_masivo
113 + 68 + 30 = 211,verdadero,matematicas,variaciones_matematicas
47 + 85 = 142,falso,matematicas,variaciones_matematicas
144 + 14 + 25 = 183,verdadero,matematicas,variaciones_matematicas
47 + 1 = 54,falso,matematicas,generador_masivo
4 × 43 = 172,verdadero,matematicas,generador_masivo
51 × 78 = 3978,verdadero,matematicas,variaciones_matematicas
98 × 25 = 2453,falso,matematicas,generador_masivo
59 ÷ 33 = 1,verdadero,matematicas,generador_masivo
Los humanos tienen 206 huesos,verdadero,ciencia,generador_masivo
2 + 2 = 5,falso,matematicas,basico
HTML significa HyperText Markup Language,falso,tecnologia,basico
9² = 85,falso,matematicas,variaciones_matematicas
29 ÷ 25 = 9,falso,matematicas,variaciones_matematicas
Un círculo no tiene 360 grados,falso,matematicas,matematicas_adicional
135² = 18245,falso,matematicas,variaciones_matematicas
(15 + 85) × 50 = 5000,verdadero,matematicas,variaciones_matematicas
REST es un estilo de arquitectura web,verdadero,tecnologia,tecnologia_adicional
Londres no es la capital de Reino Unido,falso,geografia,generador_masivo
157 - 58 = 119,falso,matematicas,variaciones_matematicas
El asteroide (2023 WQ1) tiene un diámetro aproximado de 0.27 km,verdadero,astronomia,nasa
81² = 6572,falso,matematicas,variaciones_matematicas
34 × 48 = 1632,verdadero,matematicas,generador_masivo
159 + 14 + 14 = 187,verdadero,matematicas,variaciones_matematicas
117² = 13689,verdadero,matematicas,variaciones_matematicas
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
67 + 82 + 27 = 176,verdadero,matematicas,variaciones_matematicas
91 ÷ 39 = 10,falso,matematicas,generador_masivo
Napoleón fue emperador de Francia en 1804,verdadero,historia,generador_masivo
Los humanos no tienen 5 sentidos,falso,ciencia,generador_masivo
30 ÷ 9 = 16,falso,matematicas,variaciones_matematicas
43 + 85 + 33 = 161,verdadero,matematicas,variaciones_matematicas
95 ÷ 21 = 4,verdadero,matematicas,variaciones_matematicas
35 + 46 = 90,falso,matematicas,generador_masivo
161² = 25931,falso,matematicas,variaciones_matematicas
102 + 21 + 47 = 170,verdadero,matematicas,variaciones_matematicas
61 ÷ 76 = 0,verdadero,matematicas,variaciones_matematicas
81 - 20 = 61,verdadero,matematicas,generador_masivo
73 - 48 = 28,falso,matematicas,generador_masivo
145 ÷ 17 = 8,verdadero,matematicas,variaciones_matematicas
1 ÷ 37 = 0,verdadero,matematicas,generador_masivo
61 × 23 = 1411,falso,matematicas,generador_masivo
148 × 44 = 6516,falso,matematicas,variaciones_matematicas
150 - 47 = 103,verdadero,matematicas,variaciones_matematicas
5 × 5 = 26,falso,matematicas,basico
136 + 29 = 165,verdadero,matematicas,variaciones_matematicas
54 + 44 = 98,verdadero,matematicas,generador_masivo
El asteroide (2007 SG11) tiene un diámetro aproximado de 0.17 km,verdadero,astronomia,nasa
(10 + 67) × 22 = 1694,verdadero,matematicas,variaciones_matematicas
16 - 42 = -20,falso,matematicas,generador_masivo
7 ÷ 44 = 0,verdadero,matematicas,generador_masivo
136 - 45 = 91,verdadero,matematicas,variaciones_matematicas
32 - 39 = -6,falso,matematicas,generador_masivo
97 + 30 = 129,falso,matematicas,generador_masivo
El cerebro humano pno esa aproximadamente 1.4 kg,falso,ciencia,generador_masivo
42 + 17 = 59,verdadero,matematicas,generador_masivo
28 - 42 = -14,verdadero,matematicas,generador_masivo
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
87 - 1 = 88,falso,matematicas,generador_masivo
118 - 23 = 102,falso,matematicas,variaciones_matematicas
79 × 39 = 3095,falso,matematicas,variaciones_matematicas
67 × 44 = 2948,verdadero,matematicas,generador_masivo
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
10 ÷ 46 = 7,falso,matematicas,generador_masivo
107 + 81 = 191,falso,matematicas,variaciones_matematicas
El asteroide (2013 EU9) tiene un diámetro aproximado de 0.28 km,verdadero,astronomia,nasa
107 × 27 = 2889,verdadero,matematicas,variaciones_matematicas
170² = 28900,verdadero,matematicas,variaciones_matematicas
100 + 5 + 39 = 159,falso,matematicas,variaciones_matematicas
80 ÷ 30 = 2,verdadero,matematicas,generador_masivo
57 + 4 = 61,verdadero,matematicas,generador_masivo
55 - 13 = 42,verdadero,matematicas,variaciones_matematicas
148 + 61 = 228,falso,matematicas,variaciones_matematicas
107 + 31 + 19 = 157,verdadero,matematicas,variaciones_matematicas
48 ÷ 65 = 0,verdadero,matematicas,variaciones_matematicas
9² = 81,verdadero,matematicas,variaciones_matematicas
33 + 59 = 105,falso,matematicas,variaciones_matematicas
(14 + 33) × 11 = 517,verdadero,matematicas,variaciones_matematicas
82 × 24 = 1968,verdadero,matematicas,generador_masivo
182 ÷ 42 = 4,verdadero,matematicas,variaciones_matematicas
El cerebro humano pesa aproximadamente 1.4 kg,verdadero,ciencia,generador_masivo
30 × 39 = 1177,falso,matematicas,generador_masivo
43 - 28 = 19,falso,matematicas,variaciones_matematicas
√35721 = 205,falso,matematicas,variaciones_matematicas
(190 + 77) × 10 = 2684,falso,matematicas,variaciones_matematicas
Los humanos tienen 206 huesos,verdadero,ciencia,generador_masivo
El asteroide (2010 PJ) tiene un diámetro aproximado de 0.22 km,verdadero,astronomia,nasa
51 - 42 = 9,verdadero,matematicas,variaciones_matematicas
79 × 39 = 3081,verdadero,matematicas,variaciones_matematicas
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
181 ÷ 18 = 10,verdadero,matematicas,variaciones_matematicas
El hierro ebullicion a 2868°C,falso,ciencia,generador_masivo
27 + 60 + 2 = 89,verdadero,matematicas,variaciones_matematicas
Un triángulo equilátero tiene 3 lados igualno es,falso,matematicas,matematicas_adicional
√121 = 19,falso,matematicas,variaciones_matematicas
188 + 45 + 45 = 280,falso,matematicas,variaciones_matematicas
156² = 24336,verdadero,matematicas,variaciones_matematicas
90 × 67 = 6030,verdadero,matematicas,variaciones_matematicas
30 + 25 = 63,falso,matematicas,generador_masivo
100 - 34 = 66,verdadero,matematicas,generador_masivo
36 + 43 = 82,falso,matematicas,generador_masivo
El cerebro humano pno esa aproximadamente 1.4 kg,falso,ciencia,generador_masivo
48 × 50 = 2400,verdadero,matematicas,variaciones_matematicas
(90 + 76) × 6 = 996,verdadero,matematicas,variaciones_matematicas
25 ÷ 41 = 14,falso,matematicas,variaciones_matematicas
84 - 66 = 34,falso,matematicas,variaciones_matematicas
61 + 20 = 87,falso,matematicas,generador_masivo
64 × 98 = 6279,falso,matematicas,variaciones_matematicas
44² = 1952,falso,matematicas,variaciones_matematicas
40 × 31 = 1250,falso,matematicas,generador_masivo
(129 + 29) × 35 = 5547,falso,matematicas,variaciones_matematicas
71 - 64 = 9,falso,matematicas,variaciones_matematicas
58 ÷ 43 = 5,falso,matematicas,generador_masivo
√1089 = 40,falso,matematicas,variaciones_matematicas
48 × 45 = 2168,falso,matematicas,generador_masivo
79 - 83 = -4,verdadero,matematicas,variaciones_matematicas
Los humanos tienen 206 huesos,verdadero,ciencia,generador_masivo
(179 + 3) × 6 = 1092,verdadero,matematicas,variaciones_matematicas
13 + 13 = 34,falso,matematicas,generador_masivo
Un triángulo equilátero tiene 3 lados iguales,verdadero,matematicas,matematicas_adicional
9 ÷ 33 = 0,verdadero,matematicas,generador_masivo
1 × 9 = 10,falso,matematicas,generador_masivo
44 + 13 = 57,verdadero,matematicas,variaciones_matematicas
91 × 21 = 1911,verdadero,matematicas,generador_masivo
34 × 18 = 615,falso,matematicas,generador_masivo
69 + 11 = 84,falso,matematicas,variaciones_matematicas
57 + 23 + 28 = 123,falso,matematicas,variaciones_matematicas
92 - 74 = 35,falso,matematicas,variaciones_matematicas
√28561 = 172,falso,matematicas,variaciones_matematicas
(31 + 38) × 9 = 624,falso,matematicas,variaciones_matematicas
HTML significa HyperText Markup Language,verdadero,tecnologia,basico
(180 + 33) × 44 = 9387,falso,matematicas,variaciones_matematicas
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
(61 + 94) × 48 = 7440,verdadero,matematicas,variaciones_matematicas
√28900 = 170,verdadero,matematicas,variaciones_matematicas
27 ÷ 20 = 7,falso,matematicas,generador_masivo
14 × 37 = 524,falso,matematicas,generador_masivo
111 + 46 = 157,verdadero,matematicas,variaciones_matematicas
28 ÷ 86 = 0,verdadero,matematicas,variaciones_matematicas
113 + 57 + 4 = 194,falso,matematicas,variaciones_matematicas
123 + 75 + 12 = 220,falso,matematicas,variaciones_matematicas
128 ÷ 8 = 19,falso,matematicas,variaciones_matematicas
81 + 10 + 8 = 99,verdadero,matematicas,variaciones_matematicas
156 + 1 + 4 = 161,verdadero,matematicas,variaciones_matematicas
(17 + 33) × 18 = 900,verdadero,matematicas,variaciones_matematicas
MongoDB es una base de datos NoSQL,verdadero,tecnologia,variaciones_tecnologicas
84 - 14 = 70,verdadero,matematicas,generador_masivo
34 × 18 = 612,verdadero,matematicas,generador_masivo
48 + 25 = 73,verdadero,matematicas,generador_masivo
196 + 88 = 303,falso,matematicas,variaciones_matematicas
Los humanos tienen 206 huesos,verdadero,ciencia,generador_masivo
51² = 2601,verdadero,matematicas,variaciones_matematicas
76 - 86 = -1,falso,matematicas,variaciones_matematicas
17 × 14 = 238,verdadero,matematicas,generador_masivo
El asteroide (2023 XS13) tiene un diámetro aproximado de 0.08 km,verdadero,astronomia,nasa
92 - 27 = 65,verdadero,matematicas,generador_masivo
109² = 11881,verdadero,matematicas,variaciones_matematicas
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
196 - 23 = 173,verdadero,matematicas,variaciones_matematicas
13 ÷ 43 = 4,falso,matematicas,generador_masivo
82 + 54 + 25 = 168,falso,matematicas,variaciones_matematicas
2 + 32 + 14 = 48,verdadero,matematicas,variaciones_matematicas
195 + 96 = 291,verdadero,matematicas,variaciones_matematicas
8 ÷ 31 = 0,verdadero,matematicas,variaciones_matematicas
95 ÷ 26 = 3,verdadero,matematicas,variaciones_matematicas
√121 = 27,falso,matematicas,variaciones_matematicas
48 ÷ 65 = 14,falso,matematicas,variaciones_matematicas
90 + 6 = 102,falso,matematicas,generador_masivo
157 - 58 = 99,verdadero,matematicas,variaciones_matematicas
(106 + 85) × 38 = 7258,verdadero,matematicas,variaciones_matematicas
94 - 5 = 89,verdadero,matematicas,variaciones_matematicas
51 + 91 + 43 = 185,verdadero,matematicas,variaciones_matematicas
3 ÷ 9 = 0,verdadero,matematicas,generador_masivo
6 × 37 = 226,falso,matematicas,generador_masivo
55 + 30 = 86,falso,matematicas,generador_masivo
64 × 5 = 320,verdadero,matematicas,generador_masivo
23 - 4 = 19,verdadero,matematicas,variaciones_matematicas
(89 + 42) × 49 = 6437,falso,matematicas,variaciones_matematicas
Los humanos no tienen 5 sentidos,falso,ciencia,generador_masivo
6 ÷ 6 = 10,falso,matematicas,generador_masivo
197² = 38823,falso,matematicas,variaciones_matematicas
√21316 = 148,falso,matematicas,variaciones_matematicas
59 ÷ 22 = 2,verdadero,matematicas,generador_masivo
91 + 100 = 199,falso,matematicas,variaciones_matematicas
Napoleón no fue emperador de Francia,falso,historia,basico
√5625 = 86,falso,matematicas,variaciones_matematicas
44 + 50 = 94,verdadero,matematicas,generador_masivo
69 + 11 = 80,verdadero,matematicas,variaciones_matematicas
(60 + 59) × 30 = 3570,verdadero,matematicas,variaciones_matematicas
√2601 = 64,falso,matematicas,variaciones_matematicas
C++ no es un lenguaje de bajo nivel,falso,tecnologia,generador_masivo
35 + 86 = 121,verdadero,matematicas,variaciones_matematicas
158 ÷ 24 = 24,falso,matematicas,variaciones_matematicas
160 × 7 = 1120,verdadero,matematicas,variaciones_matematicas
49 + 56 = 114,falso,matematicas,variaciones_matematicas
"Sudáfrica tiene una población de 60,942,236 habitantes",falso,geografia,generador_masivo
142 ÷ 12 = 11,verdadero,matematicas,variaciones_matematicas
98 ÷ 19 = 5,verdadero,matematicas,generador_masivo
La suma de los ángulos de un triángulo es 180°,verdadero,matematicas,matematicas_adicional
112² = 12548,falso,matematicas,variaciones_matematicas
34 - 14 = 32,falso,matematicas,variaciones_matematicas
9 ÷ 33 = 2,falso,matematicas,generador_masivo
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
Exprno ess.js no es un framework web para Node.js,falso,tecnologia,variaciones_tecnologicas
El corazón humano late 60-100 veces por minuto,verdadero,ciencia,basico
2 + 2 = 4,verdadero,matematicas,basico
142 ÷ 12 = 29,falso,matematicas,variaciones_matematicas
29 + 14 = 58,falso,matematicas,variaciones_matematicas
√17424 = 134,falso,matematicas,variaciones_matematicas
El oxigeno ebullicion a -183°C,verdadero,ciencia,generador_masivo
80 - 13 = 75,falso,matematicas,generador_masivo
16 + 51 = 81,falso,matematicas,variaciones_matematicas
√9216 = 96,verdadero,matematicas,variaciones_matematicas
8 + 43 + 43 = 106,falso,matematicas,variaciones_matematicas
Pekín es la capital de China,verdadero,geografia,basico
147 ÷ 38 = 14,falso,matematicas,variaciones_matematicas
"China tiene una población de 1,443,115,199 habitantes",falso,geografia,generador_masivo
25 ÷ 17 = 10,falso,matematicas,generador_masivo
83 - 96 = -4,falso,matematicas,variaciones_matematicas
"España tiene una población de 46,736,728 habitantes",verdadero,geografia,generador_masivo
28 - 27 = 8,falso,matematicas,generador_masivo
176² = 30993,falso,matematicas,variaciones_matematicas
81 + 38 = 137,falso,matematicas,variaciones_matematicas
El asteroide (2023 MB3) tiene un diámetro aproximado de 0.01 km,verdadero,astronomia,nasa
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
55 ÷ 42 = 1,verdadero,matematicas,generador_masivo
(113 + 5) × 36 = 4248,verdadero,matematicas,variaciones_matematicas
La densidad del cobre es 8.96 g/cm³,verdadero,ciencia,variaciones_cientificas
Brasilia es la capital de Brasil,verdadero,geografia,basico
67 ÷ 12 = 5,verdadero,matematicas,generador_masivo
El asteroide (2016 SU2) tiene un diámetro aproximado de 0.02 km,verdadero,astronomia,nasa
El corazón humano late 60-100 veces por minuto,verdadero,ciencia,generador_masivo
49 ÷ 85 = 0,verdadero,matematicas,variaciones_matematicas
68 + 49 = 117,verdadero,matematicas,variaciones_matematicas
101 × 16 = 1625,falso,matematicas,variaciones_matematicas
(8 + 64) × 39 = 2823,falso,matematicas,variaciones_matematicas
193² = 37249,verdadero,matematicas,variaciones_matematicas
198² = 39215,falso,matematicas,variaciones_matematicas
27 + 79 + 24 = 130,verdadero,matematicas,variaciones_matematicas
59 - 38 = 23,falso,matematicas,generador_masivo
120 - 34 = 97,falso,matematicas,variaciones_matematicas
Los humanos no tienen 5 sentidos,falso,ciencia,generador_masivo
(92 + 51) × 45 = 6435,verdadero,matematicas,variaciones_matematicas
45 ÷ 92 = 0,verdadero,matematicas,variaciones_matematicas
37² = 1369,verdadero,matematicas,variaciones_matematicas
72 ÷ 11 = 6,verdadero,matematicas,generador_masivo
69 - 87 = -18,verdadero,matematicas,variaciones_matematicas
El cerebro humano pno esa aproximadamente 1.4 kg,falso,ciencia,generador_masivo
142 + 27 = 173,falso,matematicas,variaciones_matematicas
La fórmula del área de un círculo es πr²,verdadero,matematicas,matematicas_adicional
98 - 78 = 20,verdadero,matematicas,variaciones_matematicas
115 ÷ 46 = 2,verdadero,matematicas,variaciones_matematicas
El corazón humano late 60-100 vecno es por minuto,falso,ciencia,generador_masivo
El corazón humano late 60-100 veces por minuto,verdadero,ciencia,generador_masivo
49 - 5 = 53,falso,matematicas,generador_masivo
√19600 = 156,falso,matematicas,variaciones_matematicas
36 - 42 = -6,verdadero,matematicas,generador_masivo
197 + 63 + 38 = 298,verdadero,matematicas,variaciones_matematicas
El asteroide (2019 AE3) tiene un diámetro aproximado de 0.02 km,verdadero,astronomia,nasa
63 × 11 = 693,verdadero,matematicas,generador_masivo
85² = 7225,verdadero,matematicas,variaciones_matematicas
7 × 37 = 260,falso,matematicas,generador_masivo
√144 = 20,falso,matematicas,variaciones_matematicas
135² = 18225,verdadero,matematicas,variaciones_matematicas
90 + 8 + 25 = 123,verdadero,matematicas,variaciones_matematicas
√676 = 26,verdadero,matematicas,variaciones_matematicas
√1089 = 33,verdadero,matematicas,variaciones_matematicas
(30 + 70) × 10 = 1015,falso,matematicas,variaciones_matematicas
√9801 = 99,verdadero,matematicas,variaciones_matematicas
Francia está en Europa,verdadero,geografia,generador_masivo
100 × 78 = 7808,falso,matematicas,variaciones_matematicas
40 ÷ 29 = 1,verdadero,matematicas,generador_masivo
Los humanos tienen 206 huesos,verdadero,ciencia,generador_masivo
La densidad del agua es 1 g/cm³,verdadero,ciencia,ciencia_adicional
